ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
68693,Karen Lende O'Connor,F,44,165,52,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
68878,Pnlope Leprvost,F,38,172,52,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
69734,Christina Liebherr,F,31,168,57,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
69797,Fritz Ligges,M,28,174,67,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
69797,Fritz Ligges,M,28,174,67,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
69797,Fritz Ligges,M,36,174,67,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
69797,Fritz Ligges,M,48,174,67,Nadine,NED,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
70360,"Ann-Kathrin Linsenhoff (-Kroth, -Rath)",F,30,173,62,Nadine,NED,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)",F,30,175,62,Sweden,SWE,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)",F,30,175,62,Sweden,SWE,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)",F,43,175,62,Nadine,NED,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)",F,46,175,62,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)",F,46,175,62,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
72485,Peter Luther,M,47,169,65,Nadine,NED,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
72592,Cdric Vincent Simon Lyard,M,34,169,63,Austria,AUT,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,42,165,60,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,46,165,60,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,46,165,60,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,54,165,60,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
73528,"Benjamin Richard ""Ben"" Maher",M,31,180,65,West Germany,FRG,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
74307,Graziano Mancinelli,M,29,172,57,Germany,GER,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
74307,Graziano Mancinelli,M,37,172,74,Germany,GER,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
74307,Graziano Mancinelli,M,37,172,74,Germany,GER,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
74322,Petar Mandadzhiev,M,40,162,60,Spain,ESP,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
74351,Beat Mndli,M,32,179,69,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
76270,Edith Louise Master,F,45,162,59,Ireland,IRL,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
76449,Franois Mathy,M,21,177,74,United States,USA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
76449,Franois Mathy,M,51,177,74,United States,USA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
76796,Michael Ray Matz,M,51,177,72,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
76900,"Elisabeth ""Sissy"" Max-Theurer",F,25,165,57,Satchmo,GER,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
77457,"Deborah ""Debbie"" McDonald",F,51,152,46,Ireland,IRL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
77904,Lesley McNaught-Mndli,F,38,170,67,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
77986,Richard John Hannay Meade,M,31,180,67,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
77986,Richard John Hannay Meade,M,35,183,67,West Germany,FRG,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
77986,Richard John Hannay Meade,M,35,180,67,West Germany,FRG,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
78473,"Wilhelm ""Willi"" Melliger",M,44,167,70,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
78473,"Wilhelm ""Willi"" Melliger",M,49,167,70,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
78626,Manuel Mendvil Yocupicio,M,46,173,65,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
79345,Meredith T. Michaels-Beerbaum,F,48,159,48,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
79795,Gina Miles,F,36,160,54,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
79855,Ian Millar,M,61,182,73,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
80134,Hans Peter Francois Minderhoud,M,36,187,72,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
80329,Vira Antonivna Misevych,F,37,166,57,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
81634,Ann Elizabeth Moore,F,24,154,50,West Germany,FRG,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
81836,Carlos Alberto Moratorio Telechea,M,36,167,62,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
82035,"Lawrence Robert ""Laurie"" Morgan",M,47,177,70,Clearwater,DEN,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Bronze
82035,"Lawrence Robert ""Laurie"" Morgan",M,19,177,70,Clearwater,DEN,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
82167,Dorothy Sarkis Morkis,F,35,169,56,Ireland,IRL,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
82248,George Hayes Morris,M,24,175,67,Ireland,IRL,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
83395,Jrg Mnzner,M,34,176,77,Satchmo,GER,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
83935,Cord Hermann Mysegaes,M,26,175,61,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
84691,Ingrid Erna Louise Nathhorst,F,31,165,53,Elvis Va,GER,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
84792,ric Paul Alain Navet,M,35,177,72,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
84972,"Cynthia Margaret ""Cindy"" Neale-Ishoy",F,38,194,56,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
84997,Josef Carl Peter Neckermann,M,50,180,62,Sweden,SWE,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
84997,Josef Carl Peter Neckermann,M,54,180,62,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
84997,Josef Carl Peter Neckermann,M,58,186,62,Nadine,NED,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
84997,Josef Carl Peter Neckermann,M,58,180,62,Nadine,NED,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
84997,Josef Carl Peter Neckermann,M,60,180,62,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
84997,Josef Carl Peter Neckermann,M,60,180,62,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
85824,Andrew Clifton Nicholson,M,32,179,75,Soviet Union,URS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
85824,Andrew Clifton Nicholson,M,36,179,75,Soviet Union,URS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
85824,Andrew Clifton Nicholson,M,52,179,71,Soviet Union,URS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
85876,Astier Nicolas,M,29,177,67,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
85876,Astier Nicolas,M,29,177,67,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
85894,Ashley Nicoll-Holzer (-Munro-),F,26,152,57,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
85908,Lars Nieberg,M,34,189,75,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
85908,Lars Nieberg,M,39,180,75,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
87864,Cian O'Connor,M,34,173,71,Argentina,ARG,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
87869,David O'Connor,M,36,177,74,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
87869,David O'Connor,M,40,177,74,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
87869,David O'Connor,M,40,177,74,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
89447,Vittorio Orlandi,M,35,189,62,Germany,GER,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
89849,Frank Ostholt,M,34,185,76,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
90027,Margit Otto-Crpin,F,45,163,49,Austria,AUT,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
90176,Bettina Overesch-Bker-Hoy,F,23,163,51,Nadine,NED,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
90557,Michael Owen Page,M,28,170,57,Ireland,IRL,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
90557,Michael Owen Page,M,32,170,57,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
90557,Michael Owen Page,M,32,170,57,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
90571,Jonathan Paget,M,30,187,63,Soviet Union,URS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
91647,Bridget Parker,F,35,159,49,West Germany,FRG,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
91748,Hubert Andr Parot,M,45,165,73,Austria,AUT,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
93333,Joaqun Prez de las Heras,M,45,170,66,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
93333,Joaqun Prez de las Heras,M,45,170,66,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
93418,Jos Luis Prez Soto,M,39,168,65,Italy,ITA,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
93605,Kasey Perry-Glass,F,30,160,56,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
93746,Rodrigo de Paula Pessoa,M,25,174,64,Mexico,MEX,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
93746,Rodrigo de Paula Pessoa,M,29,174,64,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
93746,Rodrigo de Paula Pessoa,M,33,174,64,Mexico,MEX,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
93840,Steffen Peters,M,33,170,65,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
93840,Steffen Peters,M,53,170,65,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
94284,Yelena Vladimirovna Petushkova (-Brumel-),F,33,157,62,Portugal,POR,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
94284,Yelena Vladimirovna Petushkova (-Brumel-),F,33,157,62,Portugal,POR,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
94487,Mark Anthony Peter Phillips,M,25,182,76,West Germany,FRG,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
94487,Mark Anthony Peter Phillips,M,42,182,76,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
94497,Zara Anne Elizabeth Phillips (-Tindall),F,33,165,61,West Germany,FRG,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
94802,Denis Pigott,M,31,170,65,Clearwater,DEN,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
95522,John Michael Plumb,M,26,191,85,Ireland,IRL,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
95522,John Michael Plumb,M,30,180,85,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
95522,John Michael Plumb,M,34,166,85,Ireland,IRL,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
95522,John Michael Plumb,M,38,180,85,Ireland,IRL,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
95522,John Michael Plumb,M,46,180,85,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
95674,Viktor Oleksandrovych Pohanovskiy,M,32,169,68,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
96507,"Judith Anne ""Tinks"" Pottinger",F,34,164,60,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
96540,Michael Brian Poulin,M,49,164,80,Ireland,IRL,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
96616,Caroline Helen Powell,F,41,153,57,Soviet Union,URS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
96697,Eva-Maria Pracht (Neckermann-),F,53,166,47,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
97051,Lucinda Jane Prior-Palmer-Green,F,32,170,63,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
98607,Ignacio Rambla Algarn,M,42,175,72,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
98772,Daniel Ramseier,M,27,183,82,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
98773,Doris Ramseier,F,39,167,56,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
99202,Giuseppe Ravano,M,23,181,69,Germany,GER,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
99269,"Petrus Josephus ""Piet"" Raymakers",M,37,188,84,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
99269,"Petrus Josephus ""Piet"" Raymakers",M,37,188,84,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
100118,Helmut Rethemeier,M,39,175,65,Nadine,NED,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
100515,Jonelle Richards-Price,F,33,159,54,Soviet Union,URS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
101246,"Adelheid ""Heidi"" Robbiani (Hauri-)",F,35,167,72,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
101265,Michel Henri Nol Robert,M,41,177,71,Austria,AUT,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
101265,Michel Henri Nol Robert,M,45,177,71,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
101393,Peter David Robeson,M,28,176,67,West Germany,FRG,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
101393,Peter David Robeson,M,36,176,67,West Germany,FRG,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
101556,Michel Jacques Germain Pierre Roche,M,38,187,82,Austria,AUT,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
102002,Sergey Nikolayevich Rogozhin,M,26,171,64,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
102006,Marc Marie Andr Roguet,M,45,161,64,Austria,AUT,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
102190,Gillian Rolton,F,38,167,57,Clearwater,DEN,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
102190,Gillian Rolton,F,42,167,57,Clearwater,DEN,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
102206,Euro Federico Roman,M,29,171,65,Germany,GER,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
102206,Euro Federico Roman,M,29,171,65,Germany,GER,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
102214,Mauro Roman,M,28,175,66,Germany,GER,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
102290,Hinrich Peter Romeike,M,47,172,66,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
102290,Hinrich Peter Romeike,M,47,172,66,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
102364,"Berend ""Bert"" Romp",M,35,170,62,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
102537,Petre Roca,M,59,167,64,Digby,DEN,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
102566,Shane Rose,M,37,178,77,Clearwater,DEN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
102566,Shane Rose,M,45,178,77,Clearwater,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
102858,Snke Rothenberger,M,23,190,70,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
102859,Sven Gunther Rothenberger,M,32,187,85,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
102859,Sven Gunther Rothenberger,M,32,187,85,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
103070,"James William George ""Bill"" Roycroft",M,47,185,69,Clearwater,DEN,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
103070,"James William George ""Bill"" Roycroft",M,55,185,69,Clearwater,DEN,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
103070,"James William George ""Bill"" Roycroft",M,61,185,69,Clearwater,DEN,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
103074,Wayne William Roycroft,M,24,179,70,Clearwater,DEN,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
103074,Wayne William Roycroft,M,32,179,70,Clearwater,DEN,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
103103,Jean-Marcel Rozier,M,34,169,59,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
103103,Jean-Marcel Rozier,M,42,169,59,Austria,AUT,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
103104,Philippe Rozier,M,55,170,60,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
103336,Rolf P. Ruff,M,43,167,70,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
103787,"Matthew Morgan ""Matt"" Ryan",M,30,179,67,Clearwater,DEN,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
103787,"Matthew Morgan ""Matt"" Ryan",M,30,179,67,Clearwater,DEN,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
103787,"Matthew Morgan ""Matt"" Ryan",M,38,179,67,Clearwater,DEN,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
104828,Yury Grigoryevich Salnikov,M,32,173,70,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
104828,Yury Grigoryevich Salnikov,M,32,173,70,Portugal,POR,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
104923,Ulla Salzgeber (Helbing-),F,44,177,62,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
104923,Ulla Salzgeber (Helbing-),F,44,177,62,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
104923,Ulla Salzgeber (Helbing-),F,41,177,62,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver
104923,Ulla Salzgeber (Helbing-),F,48,177,62,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
105330,Annemarie Sanders-Keijzer,F,56,160,49,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
106104,Uwe Sauer,M,42,182,67,Nadine,NED,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
106537,Wendy Lynn Schaeffer,F,23,164,57,Clearwater,DEN,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
106626,Samuel Schatzmann,M,34,174,75,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
106629,Martin Schaudt,M,39,182,74,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
106629,Martin Schaudt,M,47,182,74,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
106707,Imke Anne Marian Schellekens-Bartels,F,33,175,58,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
107002,Karin Schlter,F,37,164,48,Nadine,NED,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
